id,selected,inside_boundary,meets threshold,latitude (deg),longitude (deg),distance from center (m),address,confidence
159,true,true,true,40.83995380,-73.78473892,13701.5,"85 Buckley St, Bronx, NY 10464-1650, United States",0.73
160,true,true,true,40.84039640,-73.83917563,18276.3,"3000 E Tremont Ave, Bronx, NY 10462, USA",0.75
161,true,true,true,40.84040519,-73.83926273,18283.6,"3000 E Tremont Ave, Bronx, NY 10462, USA",0.80
162,false,true,true,40.84263569,-73.86175426,20166.8,"2135 E Tremont Ave, Bronx, NY 10462, United States",0.28
163,true,true,true,40.84256008,-73.85570778,19658.1,"2265-2267 E Tremont Ave, Bronx, NY 10462, USA",0.47
164,false,true,true,40.84409462,-73.79438421,14491.1,"NY, United States",0.28
165,true,true,true,40.84439222,-73.87678292,21427.2,"1061 Bronx Park S, Bronx, NY 10460, United States",0.37
166,true,true,true,40.84347998,-73.92119645,25168.7,"1440 Nelson Ave, Bronx, NY 10452, USA",0.79
167,true,true,true,40.84353802,-73.92115485,25165.0,"1440 Nelson Ave, Bronx, NY 10452, USA",0.78
168,true,true,true,40.84360998,-73.91117468,24324.6,"1650 Grand Concourse, Bronx, NY 10457, USA",0.76
169,true,true,true,40.84361086,-73.91122087,24328.5,"1650 Grand Concourse, Bronx, NY 10457, USA",0.76
170,true,true,true,40.84403713,-73.88974834,22519.6,"1945 Prospect Ave, Bronx, NY 10457, USA",0.66
171,true,true,true,40.84444472,-73.82790041,17311.5,"3060 Middletown Rd, Bronx, NY 10461, United States",0.42
172,true,true,true,40.84471813,-73.82279136,16880.7,"1515 Kennellworth Pl, Bronx, NY 10465, USA",0.32
173,true,true,true,40.84410842,-73.79441791,14493.9,"NY, United States",0.51
174,true,true,true,40.84450047,-73.87677650,21426.4,"1061 Bronx Park S, Bronx, NY 10460, United States",0.53
175,true,true,true,40.84452128,-73.87676945,21425.8,"1061 Bronx Park S, Bronx, NY 10460, United States",0.53
176,true,true,true,40.84405784,-73.88973132,22518.1,"1945 Prospect Ave, Bronx, NY 10457, USA",0.76
177,true,true,true,40.84436540,-73.87680950,21429.5,"2150 Boston Rd, Bronx, NY 10460, USA",0.63
